CustomerNumber,Type,FirstName,OtherName,LastName,DateOfBirth,PriorAddress,Residential,Registered,AddressID,MailingAddressId,PreferredContact,HomePhoneAreaCode,HomePhoneNumber,WorkPhoneAreaCode,WorkPhoneNumber,Mobile,Email,ABN,ACN,Sex,MaritalStatus,DateJoined,CustomerStatus,IsStaffMember,ResidencyStatus,HousingStatus,AddressDurationLength,AddressDurationUnits,isIDVerificationVerified,IDVerificationType,DriversLicenceNumber,DriversLicenceCardNumber,DriversLicenceState,BusinessType,RegisteredDate,TradingStartDate,TrustType,TrustVestingDate,NumberOfEmployees,IsGSARequired,CountryOfBirth,TradingAddressId
986020,Individual,Connor,,Mead,TEXT-1981-08-05,No,Yes,,12,,Work,TEXT-02,9844-1089,TEXT-02,9911-5555,TEXT-0420776232,connor.mead@yahoo.com,,,MALE,SINGLE,TEXT-2003-10-07,,Yes,CITIZEN,,,,,,,,,,,,,,,,NZ
1000,Individual,John,,Raymond,TEXT-1980-03-03,No,Yes,,6,,Mobile,TEXT-02,9876-2595,TEXT-02,9211-7843,TEXT-0420889621,john.raymond@yourmail.com,,,MALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
1101,Individual,Edward,Automation,Cullen,TEXT-1945-11-26,No,Yes,,14,,Email,TEXT-02,8685-3544,TEXT-02,8655-7743,TEXT-0424783903,ecullen_twlght@mail.com,,,MALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
1102,Individual,Bella,Automation,Cullen,TEXT-1951-08-01,No,Yes,,14,,Email,TEXT-02,8685-3544,TEXT-02,8655-7743,TEXT-0438903446,bcullen_twlght@mail.com,,,FEMALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
5253,Individual,Benjamin,,Foster,TEXT-1945-11-26,No,Yes,,14,,Email,TEXT-02,8685-3544,TEXT-02,8655-7743,TEXT-0424783903,bfoster@yourmail.com,,,MALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
5254,Individual,Annie,,Foster,TEXT-1951-08-01,No,Yes,,14,,Email,TEXT-02,8685-3544,TEXT-02,8655-7743,TEXT-0438903446,afoster@yourmail.com,,,FEMALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
1103,Individual,Peter,Automation,Parker,TEXT-1980-03-10,No,Yes,,6,,Email,TEXT-02,9990-2437,TEXT-02,9341-4523,TEXT-0420528098,pparker@yahoo.com,,,MALE,SINGLE,,,,CITIZEN,,,,,,,,,,,,,,,,
1104,Individual,Jessica,Automation,Jones,TEXT-1970-07-29,No,Yes,,8,,Email,TEXT-02,8744-2345,TEXT-02,8655-7743,TEXT-0424058879,jjones@yourmail.com,,,FEMALE,SINGLE,,,,CITIZEN,,,,,,,,,,,,,,,,
1105,Individual,Gayle,Automation,Sy,TEXT-1972-11-12,No,Yes,,9,,Home,TEXT-02,9990-2327,TEXT-02,9941-8123,TEXT-0420524498,gayle_sy@gmail.com,,,FEMALE,SINGLE,,,,CITIZEN,,,,,,,,,,,,,,,,
1106,Individual,Peter,Automation,Griffin,TEXT-1980-03-10,No,Yes,,10,,Email,TEXT-02,9990-2437,TEXT-02,9341-4523,TEXT-0420528098,peterg@yahoo.com,,,MALE,SINGLE,,,,CITIZEN,,,,,,,,,,,,,,,,
1107,Individual,Nick,Automation,Carraway,TEXT-1976-08-20,No,Yes,,2,,Mobile,TEXT-02,9876-1234,TEXT-02,9911-1234,TEXT-0420734932,nick.carraway@yahoo.com,,,MALE,SINGLE,TEXT-2003-10-05,WARNING,,CITIZEN,,,,,,,,,,,,,,,,
1108,Individual,Marie,Automation,Young,TEXT-1970-07-29,No,Yes,,8,,Email,TEXT-02,8744-2345,TEXT-02,8655-7743,TEXT-0424058879,myoung@yourmail.com,,,FEMALE,SINGLE,,,,CITIZEN,,,,,,,,,,,,,,,,
1109,Individual,Christoffe,Automation,Rosalaes,TEXT-1968-07-07,No,Yes,,1,,Email,TEXT-02,9876-2345,TEXT-02,9231-7867,TEXT-0420709619,christoffe.rosalaes@yourmail.com,,,MALE,MARRIED,TEXT-2003-10-05,,,CITIZEN,,,,,,,,,,,,,,,,
1110,Individual,Massy,Automation,Raymond,TEXT-1980-03-03,No,Yes,,6,,Mobile,TEXT-02,9876-2595,TEXT-02,9211-7843,TEXT-0420889620,massy.raymond@yourmail.com,,,FEMALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
1111,Individual,Greg,Automation,Davies,TEXT-1981-11-26,No,Yes,,7,,Email,TEXT-02,6855-9088,TEXT-02,5766-9088,TEXT-0447879099,greg.davies@mail.com,,,MALE,MARRIED,TEXT-2005-03-31,,,CITIZEN,,,,,,,,,,,,,,,,
1112,Individual,Nancy,Automation,Davies,TEXT-1983-02-17,No,Yes,,7,,Email,TEXT-02,6855-9088,TEXT-02,5766-9088,TEXT-0442890455,nancy.davies@mail.com,,,FEMALE,MARRIED,TEXT-2005-03-31,,,CITIZEN,,,,,,,,,,,,,,,,
1113,Individual,Martin,Automation,Lowry,TEXT-1977-11-15,No,Yes,,15,,Email,,,,,,abc@yahoo.com,,,MALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
1114,Company,,ABC,,,No,Yes,Yes,16,138,,,,,,,,11 223 491 505,,,,TEXT-2005-03-31,,,CITIZEN,,,,,,,,,,,,,,,,
986031,Individual,Wilbert,,Smith,TEXT-1978-01-11,No,Yes,,,,Home,TEXT-02,9840-2777,TEXT-02,9911-6238,TEXT-0420524498,wilbert.smith@yahoo.com,,,MALE,SINGLE,,,,CITIZEN,,,,,,,,,,,,,,,,
999003,Individual,John,William,Smith,TEXT-1968-04-01,No,Yes,,28,,Mobile,,,,,TEXT-122415352,johnwsmith@test.com,,,MALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
999004,Individual,Jane,Mary,Smith,TEXT-1972-02-02,No,Yes,,28,,Mobile,,,,,TEXT-613434325,janemsmith@test.com,,,FEMALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
999005,Individual,Sophie,,Wurld,TEXT-1966-10-30,No,Yes,,30,,Mobile,,,,,TEXT-414242324,swurld@test.com,,,FEMALE,SINGLE,,,,CITIZEN,,,,,,,,,,,,,,,,
987005,Individual,David,Thomas,Smith,TEXT-1978-01-11,No,Yes,,32,,Home,TEXT-02,9840-2777,TEXT-02,9911-6238,TEXT-0420524498,davidsmith@test.com,,,MALE,SINGLE,,,,CITIZEN,,,,,,,,,,,,,,,,
987009,Individual,Michael,David,Robertson,TEXT-1971-11-11,No,Yes,,33,,Work,TEXT-07,9893-7895,TEXT-07,9134-6595,TEXT-0420712342,michaelrobertson@mail.com,,,MALE,SINGLE,,,,CITIZEN,,,,,,,,,,,,,,,,
987010,Individual,Betty,,Barnes,TEXT-1972-04-06,No,Yes,,34,,Mobile,TEXT-02,9481-1111,TEXT-02,9481-1111,TEXT-0410234567,betty.barnes@example.com,,,FEMALE,SINGLE,,,,CITIZEN,,,,,,,,,,,,,,,,
986022,Individual,Jesse,,Jane,TEXT-1976-08-20,No,Yes,,2,,Mobile,TEXT-02,9876-1234,TEXT-02,9911-1234,TEXT-0420734932,jesse.jane@yahoo.com,,,FEMALE,SINGLE,TEXT-2003-10-05,WARNING,No,CITIZEN,,,,,,,,,,,,,,,,
301797,Individual,Kimberly,Laurence,Curtis,TEXT-1951-12-06,No,Yes,,35,,Mobile,TEXT-03,6395-1516,TEXT-03,6395-1156,TEXT-0419362720,test@testonly.com,,,MALE,SINGLE,,,,CITIZEN,,,,,,,,,,,,,,,,
986025,Individual,John,,Smith,TEXT-1968-04-01,No,Yes,,28,,Mobile,,,,,TEXT-0411111111,johnsmith@test.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
986027,Individual,James,,Bond,TEXT-1968-04-01,No,Yes,,28,,Mobile,,,,,TEXT-0411111111,jamesbond@test.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
986021,Individual,Mary,,Smith,TEXT-1972-02-02,No,Yes,,28,,Mobile,,,,,TEXT-0411111111,marysmith@test.com,,,FEMALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
986024,Individual,Nancy,,Moon,TEXT-1988-04-01,No,Yes,,37,,Mobile,,,,,TEXT-0411111111,nancymoon@test.com,,,FEMALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
986075,Individual,Andrews,,Starr,TEXT-1985-04-02,No,Yes,,38,,Mobile,,,,,TEXT-0411111111,andrewsstarr@test.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
986076,Individual,Melanie,,Starr,TEXT-1984-04-02,No,Yes,,38,,Mobile,,,,,TEXT-0411111111,melaniestarr@test.com,,,FEMALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
986077,Individual,Jamie,,Moon,TEXT-1988-04-02,No,Yes,,37,,Mobile,,,,,TEXT-0411111111,jamiemoon@test.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
987654,Individual,Joe,,Wang,TEXT-1976-04-02,No,Yes,,39,,Mobile,,,,,TEXT-0411111111,joewang@test.com,,,MALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
987689,Individual,Jane,,Elliott,TEXT-1956-04-02,No,Yes,,40,,Mobile,,,,,TEXT-0411111111,janeelliott@test.com,,,FEMALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
987722,Individual,Josephine,,Chow,TEXT-1982-04-02,No,Yes,,41,,Mobile,,,,,TEXT-0411111111,jochow@test.com,,,FEMALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
987725,Individual,Jack,,Chow,TEXT-1982-08-02,No,Yes,,41,,Mobile,,,,,TEXT-0411111111,jackchow@test.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
987723,Individual,Finn,,Laurens,TEXT-1981-04-02,No,Yes,,42,,Mobile,,,,,TEXT-0411111111,finnlaurens@test.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
987724,Individual,Matilda,,Laurens,TEXT-1982-10-02,No,Yes,,42,,Mobile,,,,,TEXT-0411111111,matildalaurens@test.com,,,FEMALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
987726,Individual,Peter,,Young,TEXT-1983-11-02,No,Yes,,46,,Mobile,,,,,TEXT-0411111111,peteryoung@test.com,,,MALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
987727,Individual,Paul,,Row,TEXT-1983-06-02,No,Yes,,47,,Mobile,,,,,TEXT-0411111111,paulrow@test.com,,,MALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
987755,Individual,David,,Brunton,TEXT-1986-06-02,No,Yes,,49,,Mobile,,,,,TEXT-0411111111,davidbrunton@test.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
987756,Individual,Mary,,Brunton,TEXT-1983-02-02,No,Yes,,49,,Mobile,,,,,TEXT-0411111111,marybrunton@test.com,,,FEMALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
987765,Individual,Gary,,Lu,TEXT-1986-06-02,No,Yes,,50,,Mobile,,,,,TEXT-0411111111,garylu@test.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
987766,Individual,Lucy,,Lu,TEXT-1983-02-02,No,Yes,,50,,Mobile,,,,,TEXT-0411111111,lucylu@test.com,,,FEMALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
500001,Individual,Arthur,,Black,TEXT-1983-02-02,Yes,Yes,,102,,Mobile,,,,,TEXT-9923456933,ablack@test.com,,,MALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
500002,Individual,Jenny,,Black,TEXT-1983-02-02,No,Yes,,54,,Mobile,,,,,TEXT-9923456942,jblack@test.com,,,FEMALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
500003,Individual,Peter,,White,TEXT-1983-02-02,No,Yes,,55,,Mobile,,,,,TEXT-992345695,pwhite@test.com,,,MALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
500004,Individual,Mary,,White,TEXT-1983-02-02,No,Yes,,55,,Mobile,,,,,TEXT-992345696,mwhite@test.com,,,FEMALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
500005,Individual,Richard,,Brown,TEXT-1983-02-02,No,Yes,,56,,Mobile,,,,,TEXT-992345697,rbrown@test.com,,,MALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
500006,Individual,Kennedy,,Reynolds,TEXT-1983-02-02,No,Yes,,62,,Mobile,,,,,TEXT-992345698,kreynolds@test.com,,,MALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
500007,Individual,Ben,,Thompson,TEXT-1983-02-02,No,Yes,,63,,Mobile,,,,,TEXT-992345698,bthompson@test.com,,,MALE,MARRIED,,,,CITIZEN,,,,,,,,,,,,,,,,
18121140,Individual,David,,Mckinlay,TEXT-1983-02-02,No,Yes,,56,,Mobile,,,,,TEXT-0411111111,dmackinlay@test.com,,,MALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11886021,Individual,Mary,,Lee,TEXT-1972-02-02,No,Yes,,28,,Mobile,,,,,TEXT-0411111111,marysmith@test.com,,,FEMALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11886024,Individual,Olivia,,Lee,TEXT-1988-04-01,No,Yes,,37,,Mobile,,,,,TEXT-0411111111,abankuser11986024@fakegmail.com,,,FEMALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11886025,Individual,Aaron,,Jones,TEXT-1968-04-01,No,Yes,,28,,Mobile,,,,,TEXT-0411111111,abankuser11986025@fakegmail.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11886075,Individual,Austin,,Wilson,TEXT-1985-04-02,No,Yes,,38,,Mobile,,,,,TEXT-0411111111,abankuser11986075@fakegmail.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11886076,Individual,Melanie,,Starr,TEXT-1984-04-02,No,Yes,,38,,Mobile,,,,,TEXT-0411111111,melaniestarr@test.com,,,FEMALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11886077,Individual,Jamie,,Moon,TEXT-1988-04-02,No,Yes,,37,,Mobile,,,,,TEXT-0411111111,jamiemoon@test.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11887654,Individual,Joe,,Wang,TEXT-1976-04-02,No,Yes,,39,,Mobile,,,,,TEXT-0411111111,joewang@test.com,,,MALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11887722,Individual,Josephine,,Chow,TEXT-1982-04-02,No,Yes,,41,,Mobile,,,,,TEXT-0411111111,jochow@test.com,,,FEMALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11887725,Individual,Jack,,Chow,TEXT-1982-08-02,No,Yes,,41,,Mobile,,,,,TEXT-0411111111,jackchow@test.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11887723,Individual,Finn,,Laurens,TEXT-1981-04-02,No,Yes,,42,,Mobile,,,,,TEXT-0411111111,finnlaurens@test.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11887724,Individual,Matilda,,Laurens,TEXT-1982-10-02,No,Yes,,42,,Mobile,,,,,TEXT-0411111111,matildalaurens@test.com,,,FEMALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11887726,Individual,Peter,,Young,TEXT-1983-11-02,No,Yes,,46,,Mobile,,,,,TEXT-0411111111,peteryoung@test.com,,,MALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11887727,Individual,Paul,,Row,TEXT-1983-06-02,No,Yes,,47,,Mobile,,,,,TEXT-0411111111,paulrow@test.com,,,MALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11887755,Individual,David,,Brunton,TEXT-1986-06-02,No,Yes,,49,,Mobile,,,,,TEXT-0411111111,davidbrunton@test.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11887756,Individual,Mary,,Brunton,TEXT-1983-02-02,No,Yes,,49,,Mobile,,,,,TEXT-0411111111,marybrunton@test.com,,,FEMALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11887765,Individual,Gary,,Lu,TEXT-1986-06-02,No,Yes,,50,,Mobile,,,,,TEXT-0411111111,garylu@test.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
11887766,Individual,Lucy,,Lu,TEXT-1983-02-02,No,Yes,,50,,Mobile,,,,,TEXT-0411111111,lucylu@test.com,,,FEMALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
500008,Company,,H HOLDINGS,,,No,Yes,Yes,97,,,,,,,,,11 223 491 505,,,,TEXT-2005-03-31,,,,,,,,,,,,,,,,,,,
500009,Individual,Manny,,Morgan,TEXT-1983-02-02,No,Yes,,97,,Mobile,,,,,TEXT-0411111123,mm@test.com,,,MALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
500010,Individual,Kylie,,Kay,TEXT-1988-11-22,No,Yes,,14,,Mobile,,,,,TEXT-0411111124,kyliekay@test.com,,,FEMALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
500011,Individual,Lucas,,Smith,TEXT-1987-01-01,No,Yes,,98,99,Mobile,,,,,TEXT-0411111111,lucassmith@test.com,,,MALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
500012,Individual,Lucy,,Smith,TEXT-1987-01-01,No,Yes,,98,,Mobile,,,,,TEXT-0411111111,lucysmith@test.com,,,FEMALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
500013,Individual,Louise,,Smith,TEXT-1987-01-01,No,Yes,,98,,Mobile,,,,,TEXT-0411111111,louisesmith@test.com,,,FEMALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
500014,Individual,Lucian,,Smith,TEXT-1987-01-01,No,Yes,,98,,Mobile,,,,,TEXT-0411111111,luciansmith@test.com,,,MALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
500015,Individual,Rolf,,Ryan,TEXT-1987-01-01,No,Yes,,112,,Mobile,,,,,TEXT-0411111111,rolfryan@test.com,,,MALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
500016,Individual,Lennon,,Berry,TEXT-1987-01-01,No,Yes,,113,,Mobile,,,,,TEXT-0411111111,lennon.berry@test.com,,,MALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
500017,Individual,Bruce,,Walters,TEXT-1987-01-01,No,Yes,,114,,Mobile,,,,,TEXT-0411111111,brucewalters@test.com,,,MALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
500018,Individual,Thomas,,Walters,TEXT-1960-01-01,No,Yes,,114,,Mobile,,,,,TEXT-0411111111,thomaswalters@test.com,,,MALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
500019,Individual,Martha,,Walters,TEXT-1960-01-01,No,Yes,,114,,Mobile,,,,,TEXT-0411111111,marthawalters@test.com,,,FEMALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
500020,Individual,Jerry,,Washington,TEXT-1960-01-01,No,Yes,,118,,Mobile,,,,,TEXT-0411111111,bartsimpson@test.com,,,MALE,SINGLE,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
500021,Company,,Record Studios Incorporated,,,No,Yes,Yes,119,,Work,,,TEXT-02,99495977,,,25125009154,,,,TEXT-2006-03-31,,,,,4,Years,,,,,,,,,,,,,
500022,Individual,Dale,,Ridgewood,TEXT-1960-01-01,No,Yes,,120,,Mobile,,,,,TEXT-0411111111,homersimpson@test.com,,,MALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
500023,Individual,Trisha,,Ridgewood,TEXT-1960-01-01,No,Yes,,121,,Mobile,,,,,TEXT-0411111112,margesimpson@test.com,,,FEMALE,MARRIED,,,,CITIZEN,OWNHOMEMORTGAGE,3,Years,Yes,DigitalID,,,,,,,,,,,
5000024,Company,,Standard Ltd,,,No,Yes,Yes,135,142,,,,,,,,11 223 491 303,,,,TEXT-2020-03-31,,,,,,,,,,,,,,,,,,,,140
5000025,Company,,Non-Standard Ltd,,,No,Yes,Yes,502,503,,,,,,,,11 223 491 403,,,,TEXT-2006-03-31,,,,,,,,,,,,,,,,,,,,504
987003,Individual,Sherlock,,Holmes,TEXT-1987-01-01,No,Yes,,100,,Mobile,TEXT-02,9922-6595,TEXT-02,9922-6595,TEXT-0411111112,shomles@test.com,,,MALE,SINGLE,,,,CITIZEN,,,,,,823456789,,VIC,,,,,,,,
99990001,Individual,CredistHistory,,Error,TEXT-1987-01-01,No,Yes,,2,,Mobile,,,,,TEXT-0411111111,credithistoryerror@test.com,,,MALE,SINGLE,,,,CITIZEN,,,,,,,,,,,,,,,,
